gene,train_mean_pre_zscore,train_std_pre_zscore,std_used,near_zero_std,residualized
CXCL10,2.65289,1.7370962,1.7370962,False,False
CXCL5,1.5942932,2.02044,2.02044,False,False
CXCL1,2.929963,1.7721925,1.7721925,False,False
CXCL9,3.044235,1.9909902,1.9909902,False,False
SOCS3,4.252577,1.6568991,1.6568991,False,False
MMP3,2.1729171,2.0820522,2.0820522,False,False
S100A9,3.0361624,1.9105967,1.9105967,False,False
IL1B,2.4063153,1.6016135,1.6016135,False,False
S100A8,1.5443218,1.7755781,1.7755781,False,False
MMP1,3.1798203,2.0569296,2.0569296,False,False
CHI3L1,1.9178333,2.095986,2.095986,False,False
CXCL11,1.6459721,1.5685574,1.5685574,False,False
MMP10,0.9268889,1.3071897,1.3071897,False,False
MMP7,0.8979677,1.4309185,1.4309185,False,False
SAA2,0.92747694,1.3238494,1.3238494,False,False
IDO1,3.409803,1.9765594,1.9765594,False,False
MMP12,4.4402666,1.7515937,1.7515937,False,False
DUOXA2,2.63456,2.4596567,2.4596567,False,False
ABCA12,1.0214114,1.4835353,1.4835353,False,False
LCN2,5.032092,2.2274675,2.2274675,False,False
IGHG1,7.6971865,2.7379892,2.7379892,False,False
DUOX2,4.8796105,2.7424004,2.7424004,False,False
FPR2,0.8291488,1.2448021,1.2448021,False,False
GUCA2B,5.1698833,1.9126893,1.9126893,False,False
AQP9,0.9199048,1.4858022,1.4858022,False,False
SLC6A14,2.8219988,2.2622092,2.2622092,False,False
GBP5,3.9872615,1.506723,1.506723,False,False
FCGR3B,1.4529608,1.5368558,1.5368558,False,False
OSM,0.9646908,1.2183968,1.2183968,False,False
TREM1,0.81574637,1.2003589,1.2003589,False,False
CCL20,3.9358642,1.6560365,1.6560365,False,False
GREM1,4.5101867,1.8730646,1.8730646,False,False
IGHG2,7.1352825,2.5049078,2.5049078,False,False
SELE,1.1157366,1.365116,1.365116,False,False
GUCA2A,7.5048256,2.0446813,2.0446813,False,False
IGHG3,5.410424,2.765756,2.765756,False,False
NOS2,5.441751,1.9151841,1.9151841,False,False
UBD,4.1192055,2.2160468,2.2160468,False,False
CXCL13,2.0127614,2.0642917,2.0642917,False,False
CDKN2B-AS1,5.024035,1.6577675,1.6577675,False,False
FPR1,1.5015204,1.4449146,1.4449146,False,False
IGKV1-9,4.694907,1.7233119,1.7233119,False,False
FOLH1,1.658818,2.0471492,2.0471492,False,False
SAA1,0.996146,1.4847763,1.4847763,False,False
CXCL6,1.4853278,1.4070042,1.4070042,False,False
PNLIPRP2,3.3180554,2.2964246,2.2964246,False,False
COL1A1,6.0019813,1.8388832,1.8388832,False,False
MMP9,4.044851,1.6551224,1.6551224,False,False
MUC5AC,1.6091977,1.9612978,1.9612978,False,False
PI3,3.2187848,2.1625862,2.1625862,False,False
TNIP3,1.6093163,1.4988432,1.4988432,False,False
PCK1,7.543219,2.1080384,2.1080384,False,False
CXCL2,1.9546263,1.3233768,1.3233768,False,False
HLA-DQA2,3.3050454,1.254482,1.254482,False,False
REG1B,3.6729965,3.498192,3.498192,False,False
INHBA,1.3662955,1.2374593,1.2374593,False,False
CXCL3,2.1004355,1.4659644,1.4659644,False,False
IGHG4,5.2071767,2.460692,2.460692,False,False
SLC6A19,5.0050077,3.2932992,3.2932992,False,False
CXCR2,0.8324852,1.1406873,1.1406873,False,False
SELL,3.0835836,1.7625098,1.7625098,False,False
PIM2,4.8455167,1.3507317,1.3507317,False,False
CCL18,2.6346958,1.6464938,1.6464938,False,False
IGLV2-23,5.421014,1.5795184,1.5795184,False,False
FCN1,1.6294316,1.4262187,1.4262187,False,False
RBP2,3.533133,3.314962,3.314962,False,False
IGKV3D-20,4.267712,1.5959661,1.5959661,False,False
CR2,3.234037,2.1448808,2.1448808,False,False
AQP8,5.898219,3.83916,3.83916,False,False
IGLV2-14,5.9765944,1.6418196,1.6418196,False,False
ERAP2,5.8670177,1.5480101,1.5480101,False,False
DMBT1,8.270881,2.760465,2.760465,False,False
REG1A,6.4117227,3.9727585,3.9727585,False,False
HOXB13,3.6663122,3.2239957,3.2239957,False,False
BANK1,2.920941,1.6845853,1.6845853,False,False
MT1H,3.3567064,1.6130008,1.6130008,False,False
CXCR4,3.9673173,1.4797014,1.4797014,False,False
MT1M,3.8741438,1.7071695,1.7071695,False,False
FCGR3A,2.9642727,1.4507056,1.4507056,False,False
CSF2RB,4.6554255,1.2590256,1.2590256,False,False
HLA-DRB5,5.659913,1.7502939,1.7502939,False,False
IL1RN,2.3795671,1.4410965,1.4410965,False,False
IGKV1-17,4.2154627,1.6275697,1.6275697,False,False
C3,5.617271,1.9367201,1.9367201,False,False
GSTA1,4.448406,3.0079532,3.0079532,False,False
CYP4F2,3.2106202,2.423819,2.423819,False,False
GBP1,5.4478564,1.2869834,1.2869834,False,False
MS4A1,3.5817652,2.3015757,2.3015757,False,False
TNFAIP6,0.8693956,0.99787706,0.99787706,False,False
CLDN8,3.5085936,2.7317088,2.7317088,False,False
S100P,5.2296567,1.9418933,1.9418933,False,False
CD22,2.763431,1.7889568,1.7889568,False,False
CDHR1,5.389798,1.6285297,1.6285297,False,False
CCL19,2.806934,2.034508,2.034508,False,False
HMGCS2,7.2721276,2.3805203,2.3805203,False,False
TNC,5.3610644,1.7399423,1.7399423,False,False
POSTN,5.184535,1.7175573,1.7175573,False,False
PRKG2,3.7458968,2.0016098,2.0016098,False,False
MUC5B,5.5895324,2.7377572,2.7377572,False,False
SLC13A1,2.0527198,2.755212,2.755212,False,False
CDH3,1.8872886,1.5910659,1.5910659,False,False
REG3A,5.511238,3.9960208,3.9960208,False,False
IGFBP5,5.9420404,1.4450934,1.4450934,False,False
SLC51A,3.8850777,2.2606385,2.2606385,False,False
CCL11,2.3509521,1.4545425,1.4545425,False,False
MEP1B,5.464843,3.2842815,3.2842815,False,False
CTSK,4.481693,1.1712105,1.1712105,False,False
TMIGD1,5.9128995,2.057878,2.057878,False,False
CCR7,2.375754,1.6157235,1.6157235,False,False
PLEK,4.1588492,1.3702893,1.3702893,False,False
ALPI,4.8349724,2.4140458,2.4140458,False,False
POU2AF1,4.012339,1.4119068,1.4119068,False,False
IGHM,8.781241,1.760674,1.760674,False,False
SERPINA3,1.819882,1.6688304,1.6688304,False,False
SLC10A2,2.8578804,3.4138596,3.4138596,False,False
DEFA5,6.3186083,3.9492524,3.9492524,False,False
DPEP1,4.2555313,3.5681581,3.5681581,False,False
CD79A,3.8102796,1.8168075,1.8168075,False,False
LINC00668,4.1522846,1.7394333,1.7394333,False,False
IRF4,4.8908186,1.3514985,1.3514985,False,False
FCGR2A,3.8747873,1.1250585,1.1250585,False,False
OLFM4,9.759286,2.319153,2.319153,False,False
XPNPEP2,4.2220745,2.9722774,2.9722774,False,False
HCAR2,0.8912985,1.1237329,1.1237329,False,False
DEFA6,5.2930536,3.823061,3.823061,False,False
CCL2,2.67508,1.2201308,1.2201308,False,False
SLC5A12,2.9170117,3.1831603,3.1831603,False,False
FRMD1,4.2723904,1.4101108,1.4101108,False,False
GBP4,5.084295,1.3730996,1.3730996,False,False
COL15A1,4.834231,1.1846641,1.1846641,False,False
MZB1,4.825837,1.4617476,1.4617476,False,False
IGLC2,8.337884,1.7767351,1.7767351,False,False
CR1,3.3962014,1.5554053,1.5554053,False,False
MS4A10,2.5593536,3.0818627,3.0818627,False,False
AVPR1A,1.0268465,0.7584646,0.7584646,False,False
COL12A1,5.1074476,1.4824905,1.4824905,False,False
CD55,5.610812,1.2220354,1.2220354,False,False
PDZK1,3.6082203,2.3656995,2.3656995,False,False
ABCG2,6.4777975,2.155421,2.155421,False,False
SPINK4,6.734453,1.9969884,1.9969884,False,False
CYP3A4,4.5988603,3.4855466,3.4855466,False,False
REG3G,1.0184505,1.7965271,1.7965271,False,False
NAALADL1,4.5664697,2.2838845,2.2838845,False,False
COL18A1,5.5512004,1.1779836,1.1779836,False,False
FOS,5.9723783,1.6571505,1.6571505,False,False
CCL21,3.5856483,2.0446925,2.0446925,False,False
CCL25,2.220971,2.9620256,2.9620256,False,False
PTGS2,2.4188364,1.3865685,1.3865685,False,False
PAX5,2.2651331,1.7637956,1.7637956,False,False
PLAU,3.7837577,1.1659192,1.1659192,False,False
FABP6,4.430067,4.083875,4.083875,False,False
CYP4F11,2.9753373,1.7577168,1.7577168,False,False
CD177,5.5937533,3.2828743,3.2828743,False,False
SERPINE1,1.7382408,1.5358799,1.5358799,False,False
COL5A1,5.590933,1.088307,1.088307,False,False
CHIT1,1.1040049,1.3938172,1.3938172,False,False
C4B,4.3325424,1.4453708,1.4453708,False,False
IGLC3,7.8470216,1.6668606,1.6668606,False,False
HLA-V,0.7758912,1.0674378,1.0674378,False,False
FCRLA,2.154619,1.6089617,1.6089617,False,False
PI15,2.5355148,1.6348814,1.6348814,False,False
CSF3R,2.0415733,1.3512152,1.3512152,False,False
CFI,3.7767205,1.6222095,1.6222095,False,False
SULT2A1,2.0608523,2.5703614,2.5703614,False,False
COL3A1,8.90243,1.3152881,1.3152881,False,False
TCL1A,1.2739589,1.630012,1.630012,False,False
LTF,2.424731,1.600464,1.600464,False,False
ICAM1,4.1790457,1.2587775,1.2587775,False,False
SLC6A4,2.8104053,2.8672817,2.8672817,False,False
MT1G,5.3203683,1.6912698,1.6912698,False,False
FCRL3,2.3831825,1.6754634,1.6754634,False,False
COL4A1,6.4426384,1.2727628,1.2727628,False,False
APOC3,2.5972445,3.4219332,3.4219332,False,False
VWF,5.6488833,1.2727554,1.2727554,False,False
CD79B,3.0192873,1.7227834,1.7227834,False,False
ITGA5,4.3955746,1.121968,1.121968,False,False
MGAM,4.8820696,3.5721157,3.5721157,False,False
FAM3B,3.4530337,3.0583344,3.0583344,False,False
FCRL5,3.7486904,1.4225345,1.4225345,False,False
C4BPA,1.6725494,1.3019645,1.3019645,False,False
FAP,1.0833184,1.0142239,1.0142239,False,False
ALDOB,6.9058943,3.970478,3.970478,False,False
CD19,2.3280463,1.667089,1.667089,False,False
ZG16,9.091765,1.8913224,1.8913224,False,False
UGT2A3,6.6252556,2.2494404,2.2494404,False,False
C4A,4.36078,1.4382557,1.4382557,False,False
FCGR1A,1.3032286,0.9803813,0.9803813,False,False
IGHD,1.409131,1.4941864,1.4941864,False,False
SULT1A2,4.724811,1.416196,1.416196,False,False
COL1A2,7.397267,1.4036446,1.4036446,False,False
COL14A1,5.365914,1.313893,1.313893,False,False
TNR,0.77259386,0.75263417,0.75263417,False,False
NCF2,3.705166,1.029572,1.029572,False,False
IL21R,2.3901129,1.3073967,1.3073967,False,False
SLC13A2,3.425606,1.9931735,1.9931735,False,False
SLC2A3,3.792928,1.2178954,1.2178954,False,False
PLA2G2D,1.7120736,1.6354233,1.6354233,False,False
C4BPB,2.269042,1.2876167,1.2876167,False,False
MNDA,2.5512648,1.1644483,1.1644483,False,False
GSTM1,2.3948917,1.5462654,1.5462654,False,False
PDPN,2.2010202,1.2720628,1.2720628,False,False
JAK3,4.047594,1.4495852,1.4495852,False,False
B4GALNT2,5.3356447,2.074099,2.074099,False,False
SLC15A1,4.5543604,2.8872597,2.8872597,False,False
IL7R,5.35191,1.4025578,1.4025578,False,False
BMP3,5.1387057,1.8525078,1.8525078,False,False
STAT1,7.3194003,1.0329137,1.0329137,False,False
PDE4B,3.8316727,1.1567787,1.1567787,False,False
ANXA1,5.111371,1.0592719,1.0592719,False,False
COL6A1,6.5569835,1.0886481,1.0886481,False,False
PRRX1,2.0697758,1.35987,1.35987,False,False
GSTA2,2.385009,2.6920495,2.6920495,False,False
MASP1,2.0611863,1.3422655,1.3422655,False,False
KCND3,3.4348168,1.2587059,1.2587059,False,False
ITGB2,5.4737573,1.1278204,1.1278204,False,False
L1TD1,2.8065803,2.082214,2.082214,False,False
ALDH1A2,1.3768339,1.2753345,1.2753345,False,False
CREB3L3,2.7685056,2.749244,2.749244,False,False
CA1,7.068791,3.4162753,3.4162753,False,False
RGS5,5.452898,1.1942139,1.1942139,False,False
SLC7A9,3.0578225,3.4077249,3.4077249,False,False
VCAM1,5.008969,1.2934557,1.2934557,False,False
TNFRSF6B,2.3784876,1.567942,1.567942,False,False
ADAMTS4,1.7465366,1.3203666,1.3203666,False,False
PRKCB,4.5339837,1.0795671,1.0795671,False,False
IGHA2,9.529006,1.9336513,1.9336513,False,False
DAPP1,3.577701,1.1925111,1.1925111,False,False
SLC28A2,5.3088856,2.1861064,2.1861064,False,False
FADS2,3.3595357,1.3669481,1.3669481,False,False
CHP2,7.336472,1.5993592,1.5993592,False,False
C1R,5.9220333,1.1318284,1.1318284,False,False
INSL5,2.7160933,2.8974059,2.8974059,False,False
GBA3,4.6773133,2.5667398,2.5667398,False,False
SULT1A1,6.166986,1.1407346,1.1407346,False,False
SERPINB5,4.1847234,1.9861693,1.9861693,False,False
COL6A3,7.077358,1.3781692,1.3781692,False,False
MYEOV,2.0273135,1.417215,1.417215,False,False
DES,5.0252147,1.8428338,1.8428338,False,False
ITGAX,3.5049422,1.3205478,1.3205478,False,False
PTGDS,3.168854,1.9143873,1.9143873,False,False
TDRD1,0.7540423,0.9106139,0.9106139,False,False
CFB,6.017472,1.6287707,1.6287707,False,False
LYPD8,5.7077246,1.8860587,1.8860587,False,False
CCL3,1.5215753,1.0532507,1.0532507,False,False
SDR16C5,3.672016,1.5536686,1.5536686,False,False
TIMP1,4.341817,1.5222123,1.5222123,False,False
IGSF9,4.360341,1.3370334,1.3370334,False,False
THY1,3.4136384,1.4092166,1.4092166,False,False
IL2RA,2.2422068,1.1640589,1.1640589,False,False
FCRL1,2.2125175,1.7214078,1.7214078,False,False
FN1,6.6691175,1.6387465,1.6387465,False,False
HOXD13,1.4914892,2.1607218,2.1607218,False,False
STC1,1.1557348,1.10715,1.10715,False,False
MT1F,3.7919483,1.4037867,1.4037867,False,False
OSMR,3.5327685,0.9960704,0.9960704,False,False
NTS,2.6844118,3.042657,3.042657,False,False
IL1R1,5.108782,0.9489071,0.9489071,False,False
CCL4,1.7891669,1.0564505,1.0564505,False,False
MS4A12,5.310005,3.2387023,3.2387023,False,False
TM4SF1,5.119217,1.0736738,1.0736738,False,False
CD40,3.5364969,1.0810146,1.0810146,False,False
PXDN,4.6524773,1.0466539,1.0466539,False,False
SLC37A2,4.5410843,2.0915983,2.0915983,False,False
COL5A2,5.8945103,1.2424643,1.2424643,False,False
MUC12,6.4020896,2.4817963,2.4817963,False,False
TLR10,2.4619877,1.5309929,1.5309929,False,False
ADM,4.580937,1.2397554,1.2397554,False,False
FDCSP,1.3803309,1.7709371,1.7709371,False,False
TNFAIP2,5.1277637,1.1482644,1.1482644,False,False
OTOP2,3.0999618,1.6855497,1.6855497,False,False
ADAMTS2,2.751502,1.0799589,1.0799589,False,False
KYNU,2.8822513,1.3376695,1.3376695,False,False
TRPM6,6.2546015,1.8615748,1.8615748,False,False
F13A1,4.813974,1.2601485,1.2601485,False,False
TDO2,1.9475045,1.296342,1.296342,False,False
NLRP2,2.9226341,1.5327992,1.5327992,False,False
CAPN13,4.472554,1.512781,1.512781,False,False
UGT2B17,8.028472,2.9430141,2.9430141,False,False
PRAC1,2.3681016,2.4475684,2.4475684,False,False
C2,5.104609,1.3649614,1.3649614,False,False
CA7,4.3445683,1.5422941,1.5422941,False,False
ZC3H12A,4.651347,0.97946954,0.97946954,False,False
NOTCH3,3.3194363,1.1835817,1.1835817,False,False
PCSK9,3.0712764,1.3404498,1.3404498,False,False
LAMP3,2.414646,1.2795203,1.2795203,False,False
ADAM19,4.637163,1.1645557,1.1645557,False,False
TFF1,4.952123,1.6201833,1.6201833,False,False
THBS2,1.9031835,1.2976922,1.2976922,False,False
DUOXA1,1.3616922,1.5251405,1.5251405,False,False
SLC17A8,2.7770133,2.266494,2.266494,False,False
VNN1,4.1232805,2.3125892,2.3125892,False,False
CPB1,1.1968132,1.5179487,1.5179487,False,False
IL33,3.48251,1.1126604,1.1126604,False,False
IFITM1,5.9026084,1.0075884,1.0075884,False,False
ST3GAL4,4.8189254,2.1984308,2.1984308,False,False
HAPLN3,2.376727,1.3753144,1.3753144,False,False
RASSF2,4.9367447,1.1208223,1.1208223,False,False
MUC4,6.089046,2.1601293,2.1601293,False,False
HSD3B2,2.0871527,1.7351099,1.7351099,False,False
CEACAM7,7.883099,3.8368394,3.8368394,False,False
FGR,2.6919057,1.1134106,1.1134106,False,False
PLA2G7,3.587744,1.1264275,1.1264275,False,False
NNMT,3.1326134,1.3575882,1.3575882,False,False
CA2,7.658026,3.401211,3.401211,False,False
C6,1.0660061,1.0449181,1.0449181,False,False
LILRB4,2.5562756,1.1839931,1.1839931,False,False
PRKY,2.1264257,1.5104138,1.5104138,False,False
PLAUR,4.502288,1.1964191,1.1964191,False,False
AMN,7.014978,1.158355,1.158355,False,False
DERL3,3.8296258,1.2355245,1.2355245,False,False
LUM,6.619445,1.1923642,1.1923642,False,False
PDZK1IP1,4.4517965,1.4960811,1.4960811,False,False
SPOCK2,4.6170263,1.3155425,1.3155425,False,False
NR1H4,4.1539507,2.3542883,2.3542883,False,False
MME,4.905814,3.251322,3.251322,False,False
SLC44A5,2.3886397,1.7617528,1.7617528,False,False
SPP1,1.6816727,1.1901629,1.1901629,False,False
REG4,7.3273344,2.2193465,2.2193465,False,False
CXCR5,2.292651,1.2792364,1.2792364,False,False
CDHR5,7.5862136,1.7649297,1.7649297,False,False
PSMB9,5.59438,1.0658551,1.0658551,False,False
CLU,4.9828234,1.6051662,1.6051662,False,False
CD38,3.3905225,1.1473122,1.1473122,False,False
UGT2B15,5.5492024,2.2275474,2.2275474,False,False
FSTL1,6.1099544,1.0729429,1.0729429,False,False
AADAC,2.4611483,3.1236162,3.1236162,False,False
SRGN,5.7828584,1.1358857,1.1358857,False,False
MYO3A,1.0092211,0.8996868,0.8996868,False,False
SLC23A1,3.306219,2.196577,2.196577,False,False
TFPI2,1.377726,1.1310811,1.1310811,False,False
KLHL6,4.4055414,1.1994088,1.1994088,False,False
ANPEP,8.336611,2.8070865,2.8070865,False,False
C2CD4A,1.6282666,1.1384507,1.1384507,False,False
OAS2,4.101024,1.0337702,1.0337702,False,False
WDFY4,4.544041,1.413407,1.413407,False,False
PTPRC,6.7246404,1.4163154,1.4163154,False,False
COL8A1,1.6577352,1.1485223,1.1485223,False,False
CD83,3.3264127,1.2742007,1.2742007,False,False
CPS1,3.9939342,3.5208795,3.5208795,False,False
MEF2C,4.930397,0.98809236,0.98809236,False,False
ITGAL,4.4745708,1.137338,1.137338,False,False
IGHA1,10.212593,1.8554804,1.8554804,False,False
CCL22,1.5544906,1.2619233,1.2619233,False,False
PDGFRB,4.58864,1.0578586,1.0578586,False,False
SLC25A34,4.042656,1.1878376,1.1878376,False,False
BEST4,4.0560904,1.5299033,1.5299033,False,False
AKR1B15,2.1184711,1.4541956,1.4541956,False,False
MMP2,5.1413565,1.3538476,1.3538476,False,False
FCRL4,1.1326913,1.151774,1.151774,False,False
LAX1,3.3038304,1.2054719,1.2054719,False,False
VPREB3,1.2039623,1.382938,1.382938,False,False
TM4SF5,3.022665,1.5772799,1.5772799,False,False
IGLL5,6.616212,1.9949093,1.9949093,False,False
PLB1,3.7266645,2.3272834,2.3272834,False,False
THEMIS2,3.9431677,1.0148917,1.0148917,False,False
SLC27A6,0.8254821,0.67834735,0.67834735,False,False
NEU4,4.4400535,1.2299198,1.2299198,False,False
KHK,4.2150955,2.3411283,2.3411283,False,False
HLA-DOA,4.5697618,1.0770347,1.0770347,False,False
GREM2,2.9575007,1.4156356,1.4156356,False,False
BLK,2.2193875,1.4992825,1.4992825,False,False
SLC11A1,1.2512223,0.980381,0.980381,False,False
FCER2,1.4489543,1.3168449,1.3168449,False,False
CD180,2.973857,1.1507596,1.1507596,False,False
CKB,6.965666,2.6773014,2.6773014,False,False
SELP,2.4833362,1.1685423,1.1685423,False,False
ABCA8,4.6476536,1.511164,1.511164,False,False
TRIM29,1.7557915,1.3698608,1.3698608,False,False
GPNMB,5.573511,1.2963494,1.2963494,False,False
CD53,5.1703873,1.1898314,1.1898314,False,False
GRAPL,1.4569113,1.0810227,1.0810227,False,False
LTB,3.1492684,1.6854496,1.6854496,False,False
CARD11,3.0940819,1.1829455,1.1829455,False,False
PITX2,2.0705721,1.9610693,1.9610693,False,False
FGF7,2.86248,1.1270658,1.1270658,False,False
MYH11,7.169353,1.3167893,1.3167893,False,False
CPXM1,1.5669664,1.2009522,1.2009522,False,False
SLC30A10,4.620953,1.6646065,1.6646065,False,False
SPIB,5.004389,1.2190192,1.2190192,False,False
ANGPTL2,3.8820114,0.94821393,0.94821393,False,False
CA4,5.7894244,2.0849833,2.0849833,False,False
ITLN1,8.504372,1.6304988,1.6304988,False,False
CLCA4,7.6654716,2.8105977,2.8105977,False,False
FOSB,1.6815346,1.8913692,1.8913692,False,False
ACSL1,4.813612,1.0823364,1.0823364,False,False
ACTG2,4.1657877,1.594952,1.594952,False,False
GZMB,1.3376979,1.0521792,1.0521792,False,False
CD37,3.3704164,1.5808727,1.5808727,False,False
S1PR1,3.1599185,1.0559639,1.0559639,False,False
ENPEP,4.69568,3.6749458,3.6749458,False,False
C7,4.311447,1.3948563,1.3948563,False,False
COL4A2,6.8467746,0.97896814,0.97896814,False,False
BRINP3,3.476551,1.7981503,1.7981503,False,False
INPP5D,4.747242,1.0487562,1.0487562,False,False
COL6A2,7.2714634,1.1166542,1.1166542,False,False
ENPP7,1.3648812,1.9060781,1.9060781,False,False
SERPINB9,3.9782524,1.041467,1.041467,False,False
FAM163B,0.8417357,1.0655031,1.0655031,False,False
TAGAP,3.5112638,1.1611986,1.1611986,False,False
APOE,5.8578343,1.2929701,1.2929701,False,False
TM4SF4,2.2153988,2.543431,2.543431,False,False
CTHRC1,1.3613855,0.8685362,0.8685362,False,False
IFI6,4.421672,1.1797067,1.1797067,False,False
ADIRF,5.009801,1.7349573,1.7349573,False,False
WNT5A,3.9537492,1.1754771,1.1754771,False,False
FADS6,1.93959,1.9977963,1.9977963,False,False
PADI2,7.038897,1.9625072,1.9625072,False,False
CLDN18,0.98120546,1.0401793,1.0401793,False,False
NPTX2,1.3697714,1.0375075,1.0375075,False,False
RFTN1,4.437881,0.9957973,0.9957973,False,False
FCGR2B,2.811211,1.0797982,1.0797982,False,False
CYP2B6,2.9063978,1.6728915,1.6728915,False,False
MS4A8,4.7201133,1.907605,1.907605,False,False
CD274,2.9284759,1.1420946,1.1420946,False,False
BACH2,2.3155806,1.2858452,1.2858452,False,False
APOL3,4.6073093,1.0009542,1.0009542,False,False
ABCB1,7.0089955,1.9413931,1.9413931,False,False
GDPD2,3.4518878,1.2854519,1.2854519,False,False
IKZF3,4.756117,1.2907366,1.2907366,False,False
CFH,5.728424,1.1265934,1.1265934,False,False
ADAMTS1,3.731797,1.236811,1.236811,False,False
CHI3L2,1.706933,1.409467,1.409467,False,False
CD93,5.3320217,1.024805,1.024805,False,False
RHOH,3.2848983,1.1687688,1.1687688,False,False
LILRA6,0.8708837,0.74290013,0.74290013,False,False
HCG4,0.9503307,1.0801874,1.0801874,False,False
SP140,3.5171373,1.2260531,1.2260531,False,False
PLXNB3,1.1139667,0.6765953,0.6765953,False,False
TGM2,5.406281,1.4716457,1.4716457,False,False
FMO1,1.7736238,2.3646498,2.3646498,False,False
SPARCL1,6.3770385,1.1392233,1.1392233,False,False
TRIM40,3.313503,1.3730923,1.3730923,False,False
C1S,6.7484813,1.1661584,1.1661584,False,False
AQP7,2.8875146,1.4161601,1.4161601,False,False
CYBB,5.9947963,1.0723143,1.0723143,False,False
NTRK2,2.9647875,1.943254,1.943254,False,False
SFRP1,2.9557602,1.2204714,1.2204714,False,False
CD28,2.9276476,1.1964732,1.1964732,False,False
CEACAM6,7.582696,1.9914631,1.9914631,False,False
PHLDA1,4.1485534,1.0252929,1.0252929,False,False
RAB31,4.5660167,0.9200155,0.9200155,False,False
UNC13D,4.7053614,0.8960688,0.8960688,False,False
CCL23,1.4306667,1.2495955,1.2495955,False,False
CTLA4,1.549071,1.1295174,1.1295174,False,False
BTK,3.3038573,1.0382228,1.0382228,False,False
CEACAM18,1.0431043,1.4235393,1.4235393,False,False
APOL1,5.2153683,1.2735907,1.2735907,False,False
ACSL4,5.4666843,0.99074346,0.99074346,False,False
GAS1,0.95293754,0.955846,0.955846,False,False
MXRA5,4.999537,1.2044762,1.2044762,False,False
LCK,4.020804,1.0894244,1.0894244,False,False
PYY,4.4920883,1.8184607,1.8184607,False,False
FSCN1,3.1582391,1.1950709,1.1950709,False,False
ALDH1L1,3.7718961,1.467122,1.467122,False,False
C11orf86,5.2526064,1.3237323,1.3237323,False,False
SLC39A5,6.9088583,1.3338671,1.3338671,False,False
P2RX5,1.9815495,1.2664555,1.2664555,False,False
LILRB2,2.150819,1.0540282,1.0540282,False,False
TPSB2,3.8297822,1.4222989,1.4222989,False,False
CEACAM20,2.3368387,2.88871,2.88871,False,False
SLC28A1,1.8335007,2.6405435,2.6405435,False,False
TRAF1,3.430598,1.1154189,1.1154189,False,False
CHGA,6.9997106,1.5055345,1.5055345,False,False
PIK3CD,4.2525816,1.046917,1.046917,False,False
HLA-DQA1,5.1356893,1.5413961,1.5413961,False,False
FABP2,6.7095847,2.1569312,2.1569312,False,False
CRISPLD2,4.606037,1.0108616,1.0108616,False,False
SPARC,6.628821,1.160161,1.160161,False,False
PRDM1,4.5314093,0.9889308,0.9889308,False,False
PIGZ,4.486448,1.4314559,1.4314559,False,False
SLA,4.2105026,1.0424361,1.0424361,False,False
SLC7A5,3.2148058,1.1717633,1.1717633,False,False
LTBP2,3.9805093,1.1141095,1.1141095,False,False
PTAFR,3.7707477,0.9780357,0.9780357,False,False
LOXL2,3.348596,1.0314198,1.0314198,False,False
CLEC17A,1.552331,1.303778,1.303778,False,False
BEST2,3.6329544,1.988454,1.988454,False,False
TYMP,5.5015454,1.2366546,1.2366546,False,False
HLA-DOB,2.383871,1.259232,1.259232,False,False
IGLC4,1.2296472,1.6810651,1.6810651,False,False
IKZF1,5.0525675,1.1462495,1.1462495,False,False
IL10RA,4.6241693,0.9637173,0.9637173,False,False
EMILIN1,5.733088,1.0213689,1.0213689,False,False
SLC17A4,5.255763,1.3485675,1.3485675,False,False
SLC23A3,3.107783,1.6268829,1.6268829,False,False
TNFSF11,1.5346441,1.1498593,1.1498593,False,False
TRIM22,5.389724,1.1291839,1.1291839,False,False
LILRA5,1.5393915,1.0951116,1.0951116,False,False
NAT8,1.17098,1.4789276,1.4789276,False,False
ACE,6.0024304,2.2935805,2.2935805,False,False
IRAK3,3.6989226,0.9998052,0.9998052,False,False
CNN1,3.7738264,1.5208887,1.5208887,False,False
IGLC7,3.080969,1.6720163,1.6720163,False,False
PCOLCE,2.8974864,1.3042631,1.3042631,False,False
PLCG2,5.1510763,0.93452,0.93452,False,False
PPP1R18,4.1153603,1.2344263,1.2344263,False,False
TRIB2,3.9333818,1.0688179,1.0688179,False,False
SASH3,4.318209,1.1232074,1.1232074,False,False
CTSE,4.938181,1.5383683,1.5383683,False,False
SEMA7A,2.9540927,1.1560662,1.1560662,False,False
IL16,5.03324,0.94232017,0.94232017,False,False
MEP1A,8.611216,2.0168025,2.0168025,False,False
SLAMF7,4.56019,1.1289551,1.1289551,False,False
APOBEC3A,1.4083968,1.1664041,1.1664041,False,False
LIMD2,4.063468,1.323535,1.323535,False,False
UBE2L6,4.80836,1.1529975,1.1529975,False,False
DYSF,3.1145484,1.0416014,1.0416014,False,False
TIMP3,4.9883814,1.1144638,1.1144638,False,False
MSN,6.0747123,1.2525067,1.2525067,False,False
CHST15,4.3861623,1.030825,1.030825,False,False
PPP1R16B,4.575541,1.1344848,1.1344848,False,False
VSIG2,5.4028425,2.646785,2.646785,False,False
ADAM8,3.7042162,1.0795618,1.0795618,False,False
